account_id,user_id,account_created_date,account_type,kyc_level,country,status,account_segment,is_mule,mule_ring_id
615d06dd-f022-41d9-b006-bad73835059e,81073da8-d3cf-40e7-bed6-70cd089af96e,2020-06-09 06:59:23,wallet,basic,BR,active,suspicious,False,
98f6aff5-9a83-42f4-b0da-3ee8634c41fe,ec6f1d40-4fd0-416c-b83f-aa63b2219b15,2017-12-14 14:12:30,savings,basic,BR,closed,benign,False,
ae6ba7e9-6d00-43d3-b75a-6189834a2361,ddf0a7c7-56b2-4063-9526-16593b3955a4,2016-12-17 16:04:49,wallet,full,BR,suspended,suspicious,False,
db659838-9500-496b-8b13-52d1600f6769,ba3120c2-3e22-4b1e-b4cb-24e2e3627001,2023-07-23 10:27:59,wallet,full,IN,active,benign,False,
27aeb410-a360-41e6-a390-5e1cd5a60582,96fb0fe4-da2b-460a-b35f-88451c093294,2020-11-15 10:58:45,savings,full,IN,closed,suspicious,False,
f632aa57-4e3a-4da9-a447-51e497cc7175,5f52e685-8bee-47fb-bbd8-1521863bf4c0,2016-06-30 17:33:53,savings,full,BR,active,benign,False,
78db2918-9eac-488e-a78c-4414a8eeaa30,e95da732-1589-45eb-9db9-d630d2ed36a9,2024-03-01 21:19:59,savings,full,US,closed,mule,True,3.0
41bd7d76-ce72-4ea4-addc-61b80b5c5a8d,3b835214-a977-4802-a37a-cae7fc20b167,2022-08-05 11:26:51,savings,basic,UK,closed,benign,False,
66387a85-8ed4-4f31-aabf-23df1bf1989a,8aec35ec-d574-493d-b1ea-5c9325eeb90b,2018-07-01 19:14:11,current,basic,BR,active,benign,False,
6e6e9ecc-4f88-4cc0-9ae0-955ca05401f0,9a134a21-231f-4067-a92e-ea47fb60c477,2022-02-15 04:41:11,current,basic,SG,active,benign,False,
e260368c-8ca3-43fd-9f67-f530eb9a4b24,96db5162-6c00-4020-81ce-823ac72e093f,2024-12-24 14:47:29,savings,full,UK,closed,suspicious,False,
eb85eae5-b7a9-4c19-83e3-e8520c09551b,e1976352-a90d-4033-a679-68102c222d20,2023-11-30 14:18:27,current,full,IN,closed,benign,False,
5320b6fa-cb50-4ea7-b4a8-1674cd1b6990,2274a2bf-286e-40ae-aacc-791a44070e38,2020-01-11 19:22:02,savings,full,IN,active,suspicious,False,
3e01a975-5bcc-42e7-a5fd-6c3f32c97da0,e7225a34-57af-43ab-9357-a58d6e1736b6,2019-03-10 13:47:03,savings,basic,UK,suspended,benign,False,
da56df72-455a-4dc9-a291-7d24709458ed,6e58b7e3-b7db-49dc-9ce2-5f2c807bbca3,2024-07-18 11:23:11,wallet,basic,SG,active,benign,False,
6e36e60e-da79-43e6-b8e7-0a3ea648c597,dca5a6fd-6dd1-42a5-bf07-ac9413cce832,2018-07-05 21:19:03,savings,basic,IN,suspended,benign,False,
4ba8396d-88cd-45e9-a521-b4cc26ef99bb,31bdd259-46db-4636-8507-0b1bda89df7a,2018-06-19 20:06:19,savings,basic,IN,active,benign,False,
ba8b82ad-c3fe-4abc-a0cc-74c421c32386,5185066d-5026-451d-bc39-ccde1d5d1387,2022-10-19 04:34:41,savings,full,BR,suspended,benign,False,
6ac356fa-a619-4d96-80fc-5a7b4d4242fa,4392725c-e065-4c48-9007-52ec8582fcc1,2022-02-23 08:17:49,savings,full,US,suspended,benign,False,
0b6e031c-1f5a-4a79-a6c3-b46d75027f0e,ee26bda9-955e-4201-af93-b002160da630,2025-05-10 00:05:31,wallet,full,SG,closed,benign,False,
d3161ca1-4514-459e-ae4b-8da65e3379d4,ace006d4-3784-443b-8415-17bd107d387b,2025-06-05 19:00:36,savings,full,BR,active,benign,False,
099b4403-7b89-4562-bc77-57ee5d72230b,c9328a49-e81a-42eb-8c87-d3418dc96bbf,2018-08-08 21:24:09,wallet,full,US,active,benign,False,
6c364ac4-a93a-4861-bece-bf0e9e036d7e,273af661-8078-4ab4-ae05-69b05c89e25e,2021-12-03 11:24:38,savings,full,IN,active,benign,False,
d7f95180-379b-4bff-b4c0-765e808e4988,35d92b47-4730-4403-a052-a0d613c2cf63,2017-08-18 02:47:41,wallet,basic,US,suspended,benign,False,
947f39a7-a125-4be2-9c1d-055ec11f0035,d5c8e8e1-1cd4-4e49-ab4c-9e00353065b9,2018-09-03 11:32:31,current,full,IN,suspended,suspicious,False,
e4997fa7-88b7-48b2-bc6b-0451f61205e7,0c302947-23a0-4d50-bb26-254ba923c526,2021-03-03 07:42:36,wallet,full,BR,closed,benign,False,
e6aa4ff6-ac1e-4392-a1d7-4b29b8c57036,232966b0-5323-45ed-a860-12e7ffc9a86f,2019-12-23 23:27:53,wallet,full,IN,suspended,benign,False,
4719967c-d864-48b1-959c-0d484e128879,51c465d3-18ec-4734-8a38-5e1b426a92f3,2021-07-30 15:34:17,savings,full,US,active,benign,False,
324fdba2-3f3b-4419-b3ad-3b872c057c74,a77bb0d4-7ec1-4e3a-94b1-076e25362a2f,2019-04-22 15:23:22,wallet,full,BR,suspended,benign,False,
774c0a0e-12b1-4386-9be5-197a91c382d7,d9221a50-57d7-48bb-b1de-5a8375f2bdd6,2017-12-07 19:29:42,wallet,full,US,suspended,benign,False,
073bbd5a-c992-4b8d-a0f0-ae936f870882,d1715350-3966-4365-9766-7d6b88bd9d68,2022-01-24 11:35:54,savings,full,US,closed,suspicious,False,
4bff1b7f-6295-4808-88a1-a4646b4e2332,3bbb1ce6-4fcd-4763-9b78-31c1a4331bcb,2022-11-14 22:34:52,current,full,UK,suspended,benign,False,
9803da74-004f-4703-b895-82c574afdbdd,bf19c411-3d0f-43cd-90ec-de178dda5f2e,2021-03-31 21:29:14,current,basic,IN,active,benign,False,
947c02d4-e477-490f-a0de-8c5b8945388b,16591e25-2914-4616-a08c-6a02f3d46deb,2017-11-23 12:06:46,current,basic,IN,active,benign,False,
a88866b3-d259-4875-b596-a4bab597fc95,d90b4363-710f-4b64-bd93-1db30dc2924c,2022-05-10 06:21:58,wallet,basic,US,active,benign,False,
e350c8eb-0e18-4ba2-bb28-232906f0b39e,dc5db844-e854-4d29-910e-9d219b3cd3e2,2018-10-18 00:12:05,savings,full,IN,active,benign,False,
438512fe-de26-47f5-a232-200588cadc83,8876b535-1ae0-4ec5-b4b2-ca759b0f00eb,2018-06-22 12:43:42,current,basic,SG,closed,benign,False,
c005acf0-22f5-46d9-aab6-3174d7957acb,63a8831b-f52b-461d-b576-1a93b7a35885,2021-09-08 00:34:13,current,full,IN,closed,benign,False,
ca42d840-e443-4eb6-8562-12eaf641ed65,29a315be-f407-48a3-aaf8-c23c0d29d928,2016-07-08 17:18:13,current,basic,BR,active,benign,False,
8b66d71b-9b53-498c-903e-25709b99bd25,a7453c5e-90b0-4dd1-b274-d8e93bcc09c6,2017-09-07 03:02:20,current,basic,IN,active,benign,False,
ddf4a14a-7cb6-48d3-8544-33166ab95864,25aa62d6-8247-4c0c-b4f4-678d02c94bfe,2024-09-04 07:40:56,savings,full,SG,suspended,benign,False,
b6a4bcf7-f845-4a21-b207-988c26b5792d,9b3351e3-af3c-45ba-91b6-9f8ee02a0847,2021-03-27 08:26:08,current,full,US,suspended,benign,False,
f14abd3f-2199-49ac-a9c8-64d57be79a19,e374f0ff-1972-42a6-9c1f-623101ad6690,2018-08-30 13:39:42,wallet,full,IN,suspended,benign,False,
1c38c19a-5570-4019-a4d7-8969ba37dbd7,2ea2b206-5c42-40e2-b6b5-9ea86d1aab5b,2022-10-01 09:29:11,wallet,full,BR,suspended,suspicious,False,
3c3b730f-9fde-449a-8299-b176115a036e,3c50c6a5-c7f6-4391-8b12-48093f534d2c,2019-04-26 12:15:51,savings,basic,SG,suspended,benign,False,
04a57063-68ca-4773-a012-71f88b5aae99,d8313cba-bb3d-4914-9255-513e6fe9113e,2021-03-16 14:54:17,current,basic,UK,active,benign,False,
e9926478-fafb-40f2-a80f-51699f0e410e,f504e036-49b0-4824-ac98-06d76fc7269a,2024-06-01 17:13:17,current,full,US,suspended,benign,False,
1d019ff6-0568-4384-9b8f-991267fe82f0,19af64a0-9d5c-421f-b86a-bc15ff58fa00,2024-01-25 15:53:56,wallet,basic,US,suspended,benign,False,
a177308c-d1eb-433e-8072-70bff83ce5e7,becedd2a-32fb-4564-bc35-3b8b9e75aab7,2021-09-25 13:48:43,savings,basic,US,suspended,benign,False,
3f109343-4e20-4824-a113-c0f01b790ebc,5490242e-ace9-4dde-8dbc-300170a1e979,2021-05-03 11:25:22,wallet,basic,SG,closed,mule,True,7.0
93f192ea-e273-487e-a31b-3ab7694326f9,1bc57ed4-3811-4293-adee-9c23183e0057,2017-06-23 10:48:05,savings,full,IN,closed,benign,False,
372717fc-f7f4-48e0-a162-b606e01b9c9f,9f514a27-dac6-4318-a2c7-484ff00467d5,2019-02-18 03:24:03,savings,full,IN,closed,benign,False,
62b011ff-5d15-4e43-8aa3-1a91690efe7c,73a34ec9-4bfd-41d3-b30c-d7cffa76fae7,2017-06-06 07:31:36,savings,full,IN,active,benign,False,
6d4c7b60-c09b-495a-9998-b3422dd3608e,dd83f308-1ecf-49f5-b833-5909cb204f0a,2024-02-07 15:24:16,wallet,basic,IN,closed,benign,False,
c37fc4b7-891c-46d9-aa0a-6b8c57e8040b,6e216059-d811-4eb7-aba7-0fce4842fb3b,2016-11-05 06:17:04,savings,full,US,suspended,benign,False,
4046d253-5576-4320-a767-35324ade35da,9d6e44dd-542d-4fc6-a4f9-25d5f112de0e,2017-03-27 08:12:46,wallet,full,UK,suspended,benign,False,
b6ff7c1b-b53b-448c-b28a-1618a6731b40,dd377f2c-22b8-412e-9c32-f45210759eb8,2024-02-09 07:42:15,wallet,basic,US,suspended,benign,False,
c5e9dd48-f44f-4db8-b73d-9ba4f6e655e8,8badbb3a-f789-4d1a-b668-5bba0ba3bc93,2018-08-15 11:58:52,current,full,UK,active,benign,False,
d46dadf9-f4bc-491e-af13-4b03bff1e172,ed0205df-3b76-4bb3-b4c5-0ff744142e92,2016-08-04 20:56:43,wallet,full,UK,closed,benign,False,
41bc098f-15ac-4762-b5bc-4109309bd060,f19f5007-89de-48e9-a992-65108ab2e4cd,2021-04-09 04:18:32,wallet,full,IN,closed,benign,False,
234fc4ba-66ad-4553-b8d9-9801b36b162e,aae467dd-6890-4d0a-9841-caa7dad7c4f0,2018-11-11 06:28:22,current,basic,BR,suspended,benign,False,
fbacf957-dc3c-4aa8-9fff-6c386ec21bc7,c5acc119-007d-4927-b9fb-4364844f051e,2022-12-02 01:02:04,current,full,SG,suspended,benign,False,
12f611cb-2245-4a92-9dfd-390fa2ac393c,a8b3aac8-a441-4be7-83ec-7cd01c190569,2019-03-24 19:21:11,current,basic,BR,closed,benign,False,
fb3ee70c-d24e-4fd6-b811-24667cf70720,b91771fc-d180-4fbd-9bdb-e8985a3da21c,2024-07-10 09:35:53,savings,basic,UK,closed,suspicious,False,
9b5abfd8-c78a-4dbf-ab3c-617472ecd701,22a6b3da-d858-4366-9365-e46b8ab04b39,2020-01-17 13:38:04,savings,basic,BR,suspended,benign,False,
c6496779-0e83-450e-b986-604261fe491c,8f14fa7a-5af0-4c71-94ae-0934585fc81e,2018-08-05 09:05:33,current,basic,UK,closed,benign,False,
f0e38c5e-f028-4070-b54b-92bc8565c828,e71e2cdf-5318-4932-ad06-3f26adaa4655,2017-04-27 10:18:12,savings,basic,US,closed,benign,False,
a3041f56-b6a0-45bc-bb50-0060875eb9af,816d2dbf-1c02-419c-93a7-fbc930b0200c,2024-07-11 08:49:53,current,basic,US,active,benign,False,
741e6b86-9215-457b-a9e8-365e2e6dd9c2,caf56557-a086-47a6-b9db-dd972deb3815,2024-05-18 15:51:22,savings,full,IN,suspended,benign,False,
eee25884-056c-4a15-ae1c-2f9ff2b287d7,3e7c6005-655a-481f-9e43-ea175ff4048b,2016-12-07 06:23:25,wallet,full,SG,closed,benign,False,
d2ae0d31-308f-4174-9037-8ae0cb9066e9,ea5b27c8-305a-412b-8c5d-7720c526e06a,2025-05-13 14:06:57,savings,basic,US,active,suspicious,False,
2825d66c-19cc-4f6a-8c21-a13a4d694a93,f3f0cd02-115f-4615-986d-ade1cd4fe26d,2020-03-14 02:28:43,savings,basic,SG,active,benign,False,
1dd140f3-70de-4a11-ae4e-ed7cf7dbc7a5,d6014a31-4fab-465c-b7ed-97f30c5aa5a1,2017-09-19 15:14:42,wallet,full,IN,active,suspicious,False,
1fdde15f-3d48-48bd-8376-24d89a09e983,e436a375-2df7-4292-bc75-099fac32ba54,2020-08-01 02:37:30,current,full,SG,active,benign,False,
83f19c4f-44e9-48a5-8d58-37710732eeed,559b28d7-988e-4d7b-815a-d99895507e03,2021-03-10 17:25:32,savings,full,US,active,benign,False,
c2f1bf0e-c130-490e-9d20-ff1c937eeb91,6ccac1a2-01d0-413e-912e-edc665dd8781,2016-07-10 03:55:20,savings,basic,US,active,suspicious,False,
ba85e45a-ffd4-437f-a694-f8d0ccf82846,e5b5e100-61f6-450c-8038-7ef1cceb1d19,2025-01-01 05:37:14,wallet,basic,BR,active,benign,False,
7a1c4ec8-77e0-4bf6-8217-838836cce585,18864fbd-c5aa-484a-a1f2-1597108eb9da,2021-03-06 06:29:12,wallet,full,BR,suspended,suspicious,False,
50245e7e-28cc-4b49-82ce-b29980308e6b,abce2c71-db1a-4aab-9ef0-f119dd871f5f,2025-04-07 05:49:36,wallet,basic,BR,suspended,benign,False,
f347ccaa-cd5e-4a52-8003-979d19742fb1,1ce13113-27d5-43bc-8e02-681bdca14b1d,2020-09-11 18:49:55,wallet,basic,SG,suspended,suspicious,False,
decac138-889b-40db-b68b-be4e6688c8b2,be788f4b-1103-4531-9465-c841d4e57260,2016-07-06 00:32:25,current,basic,US,active,benign,False,
13971777-87d8-4504-b660-2d0dbdbb6940,9cacd914-581e-47c2-a666-63281385169c,2023-03-19 05:59:27,savings,basic,IN,closed,benign,False,
51dff29b-f4ce-4525-904c-90e28078fcb3,558deb45-33ff-4510-9a26-f70eef5f4682,2023-09-05 09:28:10,savings,full,UK,active,benign,False,
b684231a-575d-45b1-84ac-154634f12c23,3fa4e844-f7c8-4eef-81e6-f3ce1332479c,2021-12-23 16:15:55,savings,basic,US,suspended,benign,False,
4eac6a55-364a-454f-9efa-13b0af098e1c,249f647a-d9f9-4e64-be81-f0c1e417b59f,2016-11-28 23:13:58,savings,basic,BR,suspended,benign,False,
6c7b232d-9d3b-4a1e-9189-8fdb2842330f,c90b5609-cc94-4282-a978-ada0d94142c4,2023-01-27 06:26:33,current,basic,BR,active,benign,False,
39a23d92-1b8f-4515-b837-ada711c71591,c269f4ba-958d-4014-bb2b-203b7e5d6af6,2024-02-23 21:05:45,savings,basic,SG,suspended,benign,False,
05bdc8e4-e683-42d9-a914-f851b074eca7,c855b794-7675-4027-9740-f1f65b5fa4ce,2021-06-01 16:26:57,current,full,BR,closed,benign,False,
4022873a-d1d5-4980-897d-0a687d238264,ef007e61-73dc-4be3-a04f-4031d45513ca,2018-02-27 01:51:23,current,basic,SG,closed,benign,False,
ceb62308-44cd-4ea0-944b-8857e4ff089d,f1c1a4c7-6420-480e-a853-1ee34e4b9451,2016-11-22 19:53:31,wallet,basic,IN,closed,mule,True,6.0
7df2a051-01ba-4715-b881-91f341612f60,4fe26fc0-9871-413a-afac-b0a47efdab53,2021-02-13 22:16:40,wallet,full,BR,active,benign,False,
4dba6d00-a186-4476-93fe-12bc58b18512,9f4330f0-550a-46d2-9feb-7504d7f3802c,2023-08-02 13:56:07,savings,basic,SG,suspended,benign,False,
fc1254f9-bc99-4d5e-85a9-09c81e9e891b,37aa2b75-6b96-4c17-af2d-418a6d9b2daa,2018-08-21 16:03:37,current,basic,BR,suspended,benign,False,
eeb7cfeb-3f6b-4990-803d-0ed70cabdc39,29f8379f-6a65-4169-8aa4-eb9ca47c1fdc,2025-01-08 16:27:16,wallet,basic,SG,closed,benign,False,
82d400ce-7480-4d36-8bc6-dfde9e892dc8,ec22884a-96f2-4bf2-b4f6-a069a5c4311a,2020-02-06 09:58:19,current,basic,US,suspended,benign,False,
1e00ff81-56e4-4c21-928d-c1c0bb4fb673,e18e81ff-3946-4534-9caa-95459a271d14,2018-10-12 09:57:18,wallet,full,SG,active,benign,False,
bf2b8d8c-4887-4cb3-aff8-972b05638d29,0cd5099c-a611-4552-859a-399a16bf26da,2018-11-09 03:31:36,current,full,UK,closed,benign,False,
f400e068-cd7c-419a-976d-92c91d55831a,d61adc04-1e3d-42f6-bb3c-0306408c5a98,2022-11-10 12:10:35,savings,full,IN,active,benign,False,
7988b864-10d9-42ae-89c9-4e233e6e93ef,e738b8e4-ab65-4bd4-8695-93caceb97b7f,2015-11-03 01:59:18,savings,basic,US,active,benign,False,
97ae6d58-09c7-4b3d-8450-aea4d76fedde,5398a421-68e7-456d-bf28-124730a913b3,2025-01-09 05:56:01,current,basic,IN,suspended,benign,False,
f797de26-8459-449d-8179-b673f6ac4afa,6c4fbc6b-4019-4ac5-9d8d-7b75ab004533,2023-03-23 09:44:32,wallet,full,US,active,suspicious,False,
2a093cfa-a34d-40cf-b0ca-3c9ec933fa62,71df89a1-c6d6-469c-a3a3-be36becec036,2016-09-17 19:22:12,wallet,full,BR,closed,benign,False,
da00ddf4-bcd0-4681-94ab-2add1798b6e9,726ac16a-d9a6-4068-9ec1-8da6ab0a6871,2021-03-01 12:25:39,savings,basic,SG,active,benign,False,
1fe22aa8-8ab5-4910-8358-973f47f3587b,88115f92-8160-4e4e-8197-a7a2b8adf75c,2017-03-25 11:11:01,savings,basic,BR,suspended,benign,False,
e46eec30-72ca-42d9-b391-005f35627d19,bad67afe-a0ba-408f-9cd6-7de004bec199,2020-05-28 19:25:12,savings,basic,IN,active,benign,False,
1c290dd9-18b7-4dc6-af4a-2915c6c5888c,089436d2-24bf-458d-b3c4-d56cf1ef7d7d,2021-07-16 11:27:02,wallet,basic,IN,active,benign,False,
c9e2d4af-251e-4706-a592-8b484548726f,be7f0561-c7da-4fc8-8803-93c62c17a01c,2024-12-11 11:28:30,wallet,basic,US,suspended,benign,False,
fd20cbfe-a41f-495b-8bb0-d5c3ba338c37,bb741ffc-698d-419b-ac43-043cad48898a,2018-05-30 04:58:15,savings,basic,IN,suspended,benign,False,
ea5b9feb-45a8-40e1-aaeb-82e47061a4f4,45ff5db9-bb01-4b25-b153-3f17968ff347,2025-01-04 00:35:24,current,basic,SG,suspended,suspicious,False,
3f35b18d-ceb8-4e1b-aeb9-20eeb71117f6,a5f52893-1993-4499-9ba1-8e7025876338,2021-08-29 05:23:04,wallet,basic,IN,suspended,benign,False,
1d15d331-bd27-4940-a7f1-648ff3d009e8,45f22926-dd21-4469-b744-785cb2b3720d,2018-04-29 07:14:37,current,basic,SG,suspended,benign,False,
7bf79fc2-800f-4566-86c9-4227a0c1f667,85a130cc-af04-4d0b-bb73-ac02d99e0d11,2023-09-04 11:32:37,wallet,full,IN,suspended,benign,False,
a76ca53f-19b8-417d-b062-5258beede9b2,06172696-39b1-4f85-bed8-94612a9a487e,2019-09-10 16:02:57,current,basic,UK,active,benign,False,
2c5d9503-2858-43a2-a67a-b48689ef6e8b,62cb0eb5-93cf-43f1-9f73-b06948b3813f,2024-08-07 00:37:15,current,basic,UK,active,benign,False,
d1607c10-a482-4242-bf40-c85f9e1bcdfc,b27e6093-8565-4d68-8cda-b0fe24285014,2016-04-19 20:25:27,wallet,basic,BR,active,benign,False,
dfea9866-4a23-4d6b-ab9d-749190abde5c,12964ccf-dc16-4af4-99d6-7820064eb589,2016-01-04 19:31:07,savings,full,US,closed,benign,False,
7ca10154-1972-45f7-9292-9f669731eeea,4738b428-9771-441b-aa37-a4d20223e288,2025-06-21 18:27:48,current,basic,US,suspended,mule,True,5.0
f8530255-489d-433b-8e8e-a76cf21e2ffd,a1edcb02-711f-4e53-8879-348f456264d2,2022-09-10 09:20:46,savings,full,IN,active,suspicious,False,
72f62ee4-e5a4-4e04-9f42-c265f81ded1c,37143c71-db8e-4312-af6e-4dfbae3c68b8,2018-11-28 20:56:02,wallet,basic,SG,suspended,benign,False,
