Beneficiary ID,score_b,score_r,score_d,score_a,meta_prob,rule_risk_score,final_fraud_score
B100114,0.14143111,0.312144,0.29401472,0.3633332,0.08988290038988751,0.0,4.4941450194943755
B100115,0.09629103,0.312144,0.2536881,0.3881535,0.06714537788098948,0.0,3.357268894049474
B100116,0.29350033,0.312144,0.35341665,0.40709585,0.35079832995690735,0.2,27.53991649784537
B100117,0.16861798,0.312144,0.45111975,0.41461292,0.35418127813257755,0.4,37.709063906628884
B100118,0.29350033,0.312144,0.17236951,0.45797,0.19718421799707403,0.2,19.859210899853704
B100119,0.14143111,0.312144,0.42511255,0.38772792,0.234141572963193,0.4,31.707078648159648
B100120,0.99431086,0.9929214,0.49744758,0.41808984,0.9991705857921632,0.8,89.95852928960817
B100121,0.14143111,0.312144,0.35160613,0.32722494,0.09567985886433156,0.2,14.783992943216578
B100122,0.26216152,0.312144,0.4214322,0.25932902,0.15747420875481294,0.2,17.873710437740648
B100123,0.25134477,0.312144,0.29840153,0.39975715,0.21254060326501478,0.4,30.62703016325074
B100124,0.2234635,0.312144,0.35574034,0.35018426,0.17822150953136434,0.0,8.911075476568216
B100125,0.26216152,0.312144,0.29896596,0.34144333,0.14492667080251254,0.0,7.246333540125627
B100126,0.2776108,0.312144,0.3634099,0.45386595,0.447139791986503,0.4,42.35698959932515
B100127,0.25197998,0.312144,0.39127138,0.37238875,0.28635892801119156,0.2,24.317946400559578
B100128,0.14143111,0.312144,0.36933115,0.32899013,0.10838037676264553,0.2,15.419018838132276
B100129,0.3103051,0.312144,0.35128632,0.3469304,0.25324763144523804,0.2,22.662381572261904
B100130,0.26044458,0.312144,0.40783262,0.30323622,0.2009421872784258,0.4,30.047109363921294
B100131,0.26216152,0.312144,0.49744758,0.6542963,0.9209285340583473,0.4,66.04642670291736
B100132,0.25197998,0.312144,0.1621309,0.41373006,0.10702876036377423,0.2,15.351438018188713
B100133,0.09629103,0.312144,0.42880976,0.47049716,0.3390244367623721,0.2,26.951221838118606
B100134,0.3262512,0.312144,0.3226117,0.34482214,0.23043625201510204,0.2,21.5218126007551
B100135,0.43772584,0.312144,0.31061882,0.44715947,0.5737343265802315,0.4,48.686716329011574
B100136,0.09629103,0.312144,0.34714508,0.3508773,0.08907728398643794,0.0,4.453864199321897
B100137,0.26216152,0.312144,0.32224718,0.26236722,0.08819975532991164,0.0,4.409987766495583
B100138,0.26216152,0.312144,0.4156188,0.28086346,0.17934935370636723,0.2,18.96746768531836
B100139,0.09629103,0.312144,0.45981422,0.41542652,0.27770387854889045,0.4,33.885193927444526
B100140,0.2852678,0.312144,0.37822533,0.44251126,0.45794555203616794,0.4,42.8972776018084
B100141,0.22258209,0.312144,0.42787573,0.56627816,0.7188141363975623,0.2,45.940706819878116
B100142,0.25197998,0.312144,0.20125455,0.359811,0.08762468523297615,0.2,14.381234261648807
B100143,0.25197998,0.312144,0.35742962,0.22834058,0.078528013995829,0.0,3.92640069979145
B100144,0.35942787,0.312144,0.3888814,0.29168805,0.26145424226864655,0.2,23.072712113432328
B100145,0.26216152,0.312144,0.31071222,0.3739852,0.19836300703361043,0.0,9.918150351680522
B100146,0.27966177,0.312144,0.152635,0.30239493,0.04556968465244264,0.4,22.278484232622134
B100147,0.98827165,0.9929214,0.2306526,0.35451722,0.9903573504230748,0.6,79.51786752115375
B100148,0.25197998,0.312144,0.458715,0.37856287,0.40371302540259674,0.2,30.18565127012984
B100149,0.26216152,0.312144,0.40006372,0.26184025,0.14159611988668078,0.4,27.079805994334038
B100150,0.14143111,0.312144,0.44112742,0.34700412,0.19060962482215757,0.4,29.530481241107882
B100151,0.26216152,0.312144,0.29840153,0.35949218,0.16602335385495823,0.0,8.301167692747912
B100152,0.09629103,0.312144,0.3475769,0.25475273,0.03918092050595677,0.0,1.9590460252978386
B100153,0.99547607,0.9929214,0.27924144,0.44962594,0.9972091045743875,0.4,69.86045522871937
B100154,0.14143111,0.312144,0.35320032,0.3238369,0.09397174461753849,0.4,24.698587230876925
B100155,0.09629103,0.312144,0.35683733,0.3641629,0.10559204284670395,0.0,5.2796021423351975
B100156,0.25197998,0.312144,0.32413176,0.30873594,0.12358232734248746,0.0,6.179116367124373
B100157,0.09629103,0.312144,0.29713383,0.22374494,0.021211035847775613,0.2,11.06055179238878
B100158,0.98544276,0.312144,0.38884714,0.34206614,0.9560814688310105,0.2,57.80407344155053
B100159,0.25197998,0.312144,0.36354837,0.39326182,0.28609659520847797,0.4,34.3048297604239
B100160,0.34939396,0.312144,0.3215411,0.34757164,0.2586724010723947,0.0,12.933620053619736
B100161,0.9946866,0.9929214,0.38252094,0.3826292,0.9974701016882995,0.6,79.87350508441497
B100162,0.16861798,0.312144,0.29713383,0.2915603,0.05787445935397305,0.2,12.893722967698654
B100163,0.09629103,0.312144,0.38492435,0.5608326,0.46342049845041633,0.2,33.17102492252082
B100164,0.25197998,0.312144,0.39658612,0.27445552,0.145480495499661,0.2,17.274024774983047
B100165,0.14143111,0.312144,0.13015382,0.388764,0.038535274707725296,0.2,11.926763735386265
B100166,0.14143111,0.312144,0.19979537,0.2741393,0.022281471784209365,0.2,11.114073589210468
B100167,0.26216152,0.312144,0.29898977,0.27100644,0.08181839001252206,0.0,4.090919500626103
B100168,0.2531938,0.312144,0.531461,0.39904195,0.5762738049052569,0.4,48.81369024526285
B100169,0.25197998,0.312144,0.2876495,0.35524747,0.14347101687710825,0.2,17.173550843855413
B100170,0.30863124,0.312144,0.2940322,0.44396108,0.35400616940545426,0.2,27.700308470272716
B100171,0.25197998,0.312144,0.1813681,0.38959795,0.09897599109938471,0.2,14.948799554969236
B100172,0.26216152,0.312144,0.38089347,0.43437323,0.41107713960123415,0.2,30.55385698006171
B100173,0.26659438,0.312144,0.4214322,0.4121148,0.4362793438746169,0.2,31.813967193730846
B100174,0.9950959,0.9929214,0.46472707,0.32596114,0.9976025727674014,0.6,79.88012863837007
B100175,0.23927702,0.312144,0.32584488,0.4133906,0.25619888053168305,0.2,22.80994402658415
B100176,0.09629103,0.312144,0.32889327,0.44297984,0.16653904076581355,0.2,18.326952038290678
B100177,0.33358002,0.312144,0.42787573,0.41200072,0.5445868099655279,0.0,27.229340498276393
B100178,0.22822084,0.312144,0.35683733,0.224696,0.06668458263831471,0.0,3.3342291319157358
B100179,0.25197998,0.312144,0.3634099,0.29224488,0.13732649071615383,0.2,16.866324535807692
B100180,0.29350033,0.312144,0.29898977,0.33546662,0.1616259339188976,0.0,8.08129669594488
B100181,0.14143111,0.312144,0.34701213,0.4643304,0.26382601720201365,0.2,23.191300860100682
B100182,0.26044458,0.312144,0.44075927,0.27076262,0.19015020570158878,0.0,9.507510285079439
B100183,0.334878,0.312144,0.36079574,0.40385774,0.41285711440738626,0.2,30.64285572036931
B100184,0.2762139,0.312144,0.42870072,0.36821494,0.36573509340308713,0.2,28.28675467015436
B100185,0.29350033,0.312144,0.43149084,0.5527963,0.7781725662587828,0.6,68.90862831293913
B100186,0.14143111,0.312144,0.42490712,0.55387783,0.5818758527366049,0.2,39.09379263683025
B100187,0.26216152,0.312144,0.6026403,0.23744164,0.3491174799530035,0.4,37.45587399765018
B100188,0.25197998,0.312144,0.31160817,0.45213884,0.3238100942426477,0.4,36.19050471213239
B100189,0.384944,0.312144,0.4764746,0.4267912,0.721200934920771,0.4,56.06004674603855
B100190,0.25197998,0.312144,0.47105718,0.30706108,0.2773941438555179,0.4,33.8697071927759
B100191,0.26216152,0.312144,0.32667208,0.3137089,0.13747318147891655,0.2,16.87365907394583
B100192,0.29350033,0.312144,0.52733177,0.38851804,0.6031088443672069,0.4,50.15544221836035
B100193,0.36665305,0.312144,0.40773383,0.28567135,0.2848244200193056,0.2,24.24122100096528
B100194,0.29350033,0.312144,0.3019196,0.3788305,0.2261839483267797,0.0,11.309197416338986
B100195,0.26216152,0.312144,0.2678443,0.35546944,0.13443779546028348,0.2,16.721889773014176
B100196,0.25197998,0.312144,0.3532202,0.17385216,0.047919125088283734,0.2,12.395956254414187
B100197,0.3281673,0.312144,0.29898977,0.3684476,0.2418759373669629,0.2,22.093796868348146
B100198,0.14143111,0.312144,0.44111526,0.34876844,0.19309409565241398,0.2,19.654704782620698
B100199,0.14143111,0.312144,0.531461,0.24150363,0.1437937491637689,0.2,17.189687458188445
B100200,0.09629103,0.312144,0.36209548,0.33962178,0.0891341118606426,0.0,4.45670559303213
B100201,0.3327204,0.312144,0.32542518,0.40386885,0.3521823888335544,0.0,17.60911944167772
B100202,0.09629103,0.312144,0.18348806,0.38479918,0.04117661480531416,0.4,22.05883074026571
B100203,0.14143111,0.312144,0.23816095,0.39573312,0.08273241950749712,0.2,14.136620975374855
B100204,0.29150903,0.312144,0.29713383,0.33969402,0.1635474334667003,0.2,18.177371673335017
B100205,0.41597396,0.312144,0.35031915,0.19436386,0.1343127285640915,0.0,6.715636428204574
B100206,0.292983,0.312144,0.37766582,0.5131712,0.6266200738667984,0.4,51.331003693339916
B100207,0.9821483,0.312144,0.40717742,0.35828602,0.9656498499989812,0.0,48.28249249994906
B100208,0.26216152,0.312144,0.32332575,0.34876844,0.17660837046613875,0.4,28.83041852330694
B100209,0.09629103,0.312144,0.31160817,0.33913907,0.06428047109018596,0.2,13.2140235545093
B100210,0.3452642,0.312144,0.38089347,0.35684827,0.358570791838477,0.2,27.92853959192385
B100211,0.32517445,0.312144,0.43518,0.37316284,0.45652108265618574,0.2,32.82605413280929
B100212,0.30621326,0.312144,0.3951583,0.3478697,0.3115054969542513,0.2,25.575274847712564
B100213,0.25278643,0.312144,0.34517834,0.38485202,0.24719712188110182,0.0,12.359856094055091
B100214,0.09629103,0.312144,0.2775901,0.51751554,0.2167204742290336,0.2,20.83602371145168
B100215,0.25197998,0.312144,0.3324477,0.44568357,0.3427566750598266,0.0,17.13783375299133
B100216,0.2762139,0.312144,0.34701213,0.3765468,0.261185696538269,0.0,13.05928482691345
B100217,0.14143111,0.312144,0.36079574,0.39400646,0.17180989975778532,0.4,28.59049498788927
B100218,0.26216152,0.312144,0.3247538,0.30196694,0.1238008985082778,0.0,6.19004492541389
B100219,0.25197998,0.312144,0.34255648,0.35139424,0.19124354221434112,0.2,19.562177110717055
B100220,0.25573447,0.312144,0.0,0.39101776,0.03140407956038638,0.0,1.5702039780193189
B100221,0.26216152,0.312144,0.33542144,0.34844485,0.18865964353940604,0.0,9.432982176970302
B100222,0.3971438,0.312144,0.2569979,0.3495155,0.23099587603236987,0.2,21.549793801618495
B100223,0.09629103,0.312144,0.33117825,0.23636769,0.029859394288221416,0.2,11.492969714411071
B100224,0.23625119,0.312144,0.1788496,0.3608789,0.07042158373807061,0.2,13.521079186903531
B100225,0.44963354,0.312144,0.52888113,0.33498642,0.7012051607191142,0.6,65.06025803595571
B100226,0.9821483,0.312144,0.2585483,0.429849,0.950779961095663,0.0,47.53899805478315
B100227,0.25197998,0.312144,0.39307135,0.29184526,0.16300317685614368,0.2,18.150158842807183
B100228,0.2741927,0.312144,0.31278795,0.2908287,0.11193791716581206,0.0,5.596895858290603
B100229,0.26216152,0.312144,0.22752056,0.0,0.004555633203971711,0.0,0.22778166019858553
B100230,0.09629103,0.312144,0.23816095,0.28398684,0.024365936988414324,0.2,11.218296849420717
B100231,0.26216152,0.312144,0.27830502,0.2482614,0.05903875029941411,0.0,2.9519375149707057
B100232,0.29350033,0.312144,0.35742962,0.4366284,0.42113308425547025,0.0,21.056654212773513
B100233,0.2831746,0.312144,0.4034954,0.13991646,0.05903911067525338,0.2,12.951955533762668
B100234,0.27779415,0.312144,0.46454018,0.44059,0.590855250709877,0.2,39.54276253549385
B100235,0.09629103,0.312144,0.2585483,0.37035665,0.059510830494494966,0.0,2.9755415247247483
B100236,0.25197998,0.312144,0.3789958,0.3742931,0.27275275339250055,0.2,23.63763766962503
B100237,0.09629103,0.9929214,0.3814051,0.3826292,0.6721622691508021,0.6,63.60811345754011
B100238,0.25416526,0.312144,0.26581317,0.49906388,0.3515946844053539,0.0,17.579734220267696
B100239,0.2191541,0.312144,0.34255648,0.27941662,0.09187184302136422,0.2,14.593592151068213
B100240,0.09629103,0.312144,0.3990121,0.54110587,0.4429512052249346,0.6,52.14756026124673
B100241,0.09629103,0.312144,0.28648698,0.42716637,0.11423332877215919,0.2,15.71166643860796
B100242,0.9821483,0.312144,0.41364154,0.4648887,0.9873107199913488,0.4,69.36553599956744
B100243,0.26216152,0.312144,0.49898478,0.6161551,0.8925861846257552,0.4,64.62930923128776
B100244,0.3572342,0.312144,0.40630412,0.30986965,0.3176329702934014,0.2,25.88164851467007
B100245,0.26216152,0.312144,0.27967212,0.5519102,0.5032771731633975,0.2,35.16385865816988
B100246,0.29829678,0.312144,0.40221867,0.40820095,0.44036773295082937,0.4,42.018386647541476
B100247,0.09629103,0.312144,0.3571632,0.5193813,0.3280190291234869,0.2,26.400951456174347
B100248,0.2831746,0.312144,0.3117357,0.28711268,0.11306530456976951,0.2,15.653265228488477
B100249,0.17617862,0.312144,0.32454637,0.3477916,0.11480636862384519,0.2,15.74031843119226
B100250,0.33464336,0.312144,0.35795853,0.46673638,0.5500610948238539,0.2,37.5030547411927
B100251,0.25197998,0.312144,0.38271543,0.25076932,0.11078495135500716,0.0,5.539247567750357
B100252,0.09629103,0.312144,0.3117357,0.45759997,0.16859565495669743,0.0,8.42978274783487
B100253,0.24940872,0.312144,0.41728613,0.19115517,0.08295824686962038,0.0,4.147912343481019
B100254,0.30352753,0.312144,0.31564787,0.52319646,0.5601360027056097,0.0,28.006800135280486
B100255,0.26216152,0.312144,0.22296263,0.36413294,0.1097024846246518,0.2,15.485124231232591
B100256,0.25197998,0.312144,0.2469357,0.23243193,0.039549881315658245,0.2,11.977494065782912
B100257,0.3169946,0.312144,0.45111975,0.42818,0.5963926506585008,0.4,49.81963253292504
B100258,0.28358504,0.312144,0.24348702,0.3463926,0.12041669559841289,0.0,6.020834779920644
B100259,0.99336994,0.9929214,0.42870072,0.56001335,0.9996325212779048,0.4,69.98162606389525
B100260,0.25197998,0.312144,0.3298658,0.37139925,0.20634035290588418,0.0,10.317017645294209
B100261,0.25197998,0.312144,0.2580608,0.4133906,0.1883649030882024,0.0,9.41824515441012
B100262,0.26216152,0.312144,0.2981439,0.31838438,0.12013209057548124,0.0,6.006604528774062
B100263,0.32296485,0.312144,0.48859662,0.36575058,0.5286497989408651,0.4,46.43248994704325
B100264,0.334878,0.312144,0.35350934,0.49145147,0.5980028517928542,0.2,39.900142589642705
B100265,0.9821483,0.312144,0.37357983,0.6739624,0.9974922311489678,0.4,69.87461155744839
B100266,0.9821483,0.312144,0.44112742,0.32918978,0.9646168170812304,0.4,68.23084085406153
B100267,0.09629103,0.312144,0.3116075,0.3043619,0.04762573671401318,0.2,12.38128683570066
B100268,0.26216152,0.312144,0.31160817,0.3941002,0.23028474356902767,0.2,21.514237178451385
B100269,0.9821483,0.312144,0.416319,0.35018426,0.9652929709518837,0.0,48.264648547594184
B100270,0.26216152,0.312144,0.29898977,0.38660023,0.20383334369853626,0.0,10.191667184926812
B100271,0.29350033,0.312144,0.37822533,0.4897534,0.5770883891717756,0.2,38.85441945858879
B100272,0.21002118,0.312144,0.35320032,0.26350445,0.08196114939016654,0.2,14.098057469508326
B100273,0.33763006,0.9929214,0.56368995,0.35863957,0.9597339035260811,0.8,87.98669517630407
B100274,0.25134477,0.312144,0.37393045,0.40358555,0.3203803531807797,0.2,26.019017659038983
B100275,0.25197998,0.312144,0.5487968,0.3402877,0.47101716910613073,0.4,43.55085845530654
B100276,0.37511456,0.312144,0.33411407,0.42802227,0.4797610507485651,0.0,23.988052537428256
B100277,0.2122244,0.312144,0.32667208,0.5168414,0.43199799749764595,0.2,31.599899874882297
B100278,0.29350033,0.312144,0.23641512,0.34592152,0.12091697599479959,0.4,26.04584879973998
B100279,0.25197998,0.312144,0.37409893,0.38910568,0.2933127372252686,0.2,24.665636861263433
B100280,0.33358002,0.312144,0.40630412,0.27664432,0.2303585971354605,0.2,21.517929856773026
B100281,0.27190876,0.312144,0.15804213,0.3682077,0.07951974395361981,0.2,13.975987197680992
B100282,0.14143111,0.312144,0.39373022,0.3506079,0.14916505542934685,0.0,7.458252771467342
B100283,0.14143111,0.312144,0.13729432,0.33559558,0.025261130092087254,0.2,11.263056504604362
B100284,0.09629103,0.312144,0.27440488,0.4256653,0.10474965291516965,0.2,15.237482645758483
B100285,0.21239293,0.312144,0.35128632,0.25812742,0.07838681974933577,0.2,13.91934098746679
B100286,0.17025031,0.9929214,0.46620643,0.5765855,0.9709148030431933,0.8,88.54574015215967
B100287,0.34088144,0.312144,0.12724757,0.4535386,0.18546366784363305,0.2,19.273183392181654
B100288,0.14143111,0.312144,0.2922931,0.33736753,0.07148823395923656,0.2,13.57441169796183
B100289,0.3623836,0.312144,0.34255648,0.43497574,0.4916249267571202,0.2,34.58124633785601
